Shop ID,Total Number of Listings
Shop_150709,16
Shop_151382,16
Shop_151383,16
Shop_97096,16
Shop_128922,16
Shop_117018,16
Shop_102676,16
Shop_37601,16
Shop_135906,16
Shop_82858,16
Shop_140315,16
Shop_133649,16
Shop_135923,16
Shop_90391,16
Shop_94286,16
Shop_148457,16
Shop_122242,16
Shop_145027,16
Shop_151058,16
Shop_50944,16
Shop_101758,16
Shop_83222,16
Shop_113088,16
Shop_126847,16
Shop_112402,16
Shop_82996,16
Shop_100200,16
Shop_135246,16
Shop_130713,16
Shop_88231,16
Shop_127417,16
Shop_93014,16
Shop_128828,16
Shop_29057,16
Shop_125552,16
Shop_141332,16
Shop_82508,16
Shop_83166,16
Shop_62740,16
Shop_80927,16
Shop_135589,16
Shop_81724,16
Shop_77507,16
Shop_81227,16
Shop_102592,16
Shop_76602,16
Shop_39133,16
Shop_125958,16
Shop_131995,16
Shop_43801,16
Shop_22417,16
Shop_111137,16
Shop_69376,16
Shop_108761,16
Shop_52541,16
Shop_71504,16
Shop_83636,16
Shop_87064,16
Shop_103387,16
Shop_63451,16
Shop_135986,16
Shop_83216,16
Shop_51721,16
Shop_84631,16
Shop_111269,16
Shop_93385,16
Shop_106991,16
Shop_86638,16
Shop_91506,16
Shop_44174,16
Shop_72518,16
Shop_109805,16
Shop_109806,16
Shop_65453,16
Shop_64402,16
Shop_44728,16
Shop_103434,16
Shop_105386,16
Shop_57456,16
Shop_111919,16
Shop_136029,16
Shop_109087,16
Shop_45406,16
Shop_61352,16
Shop_135629,16
Shop_91690,16
Shop_142066,16
Shop_86728,16
Shop_58300,16
Shop_105354,16
Shop_97239,16
Shop_121381,16
Shop_98613,16
Shop_98612,16
Shop_39259,16
Shop_65201,16
Shop_118680,16
Shop_85743,16
Shop_26661,16
Shop_46644,16
Shop_35642,16
Shop_97848,16
Shop_141638,16
Shop_108474,16
Shop_70366,16
Shop_130789,16
Shop_19224,16
Shop_35910,16
Shop_60634,16
Shop_58087,16
Shop_118593,16
Shop_119333,16
Shop_100561,16
Shop_84937,16
Shop_66637,16
Shop_139380,16
Shop_110602,16
Shop_151277,16
Shop_80831,16
Shop_54271,16
Shop_123798,16
Shop_92078,16
Shop_106334,16
Shop_57007,16
Shop_78143,16
Shop_27509,16
Shop_82369,16
Shop_73569,16
Shop_29020,16
Shop_37083,16
Shop_123270,16
Shop_126304,16
Shop_109150,16
Shop_121373,16
Shop_15731,16
Shop_123603,16
Shop_78780,16
Shop_54585,16
Shop_73238,16
Shop_124300,16
Shop_63407,16
Shop_86689,16
Shop_60775,16
Shop_85122,16
Shop_38419,16
Shop_14707,16
Shop_133242,16
Shop_114022,16
Shop_96349,16
Shop_100534,16
Shop_110916,16
Shop_131986,16
Shop_123292,16
Shop_58576,16
Shop_127799,16
Shop_109667,16
Shop_43681,16
Shop_103222,16
Shop_33339,16
Shop_51398,16
Shop_80417,16
Shop_63990,16
Shop_139297,16
Shop_86753,16
Shop_58250,16
Shop_111539,16
Shop_80463,16
Shop_61675,16
Shop_93816,16
Shop_73112,16
Shop_111979,16
Shop_71190,16
Shop_64427,16
Shop_86611,16
Shop_70890,16
Shop_67273,16
Shop_117414,16
Shop_89378,16
Shop_26976,16
Shop_74432,16
Shop_101802,16
Shop_105513,16
Shop_105366,16
Shop_107888,16
Shop_90995,16
Shop_78457,16
Shop_129362,16
Shop_109275,16
Shop_88856,16
Shop_144145,16
Shop_33543,16
Shop_81528,16
Shop_122347,16
Shop_114061,16
Shop_89613,16
Shop_134760,16
Shop_89312,16
Shop_60950,16
Shop_24793,16
Shop_70793,16
Shop_22836,16
Shop_69616,16
Shop_69617,16
Shop_69645,16
Shop_47190,16
Shop_112757,16
Shop_90707,16
Shop_42167,16
Shop_76966,16
Shop_14939,16
Shop_131953,16
Shop_128552,16
Shop_117351,16
Shop_96870,16
Shop_41206,16
Shop_70589,16
Shop_107559,16
Shop_102505,16
Shop_107947,16
Shop_28983,16
Shop_64755,16
Shop_43829,16
Shop_92179,16
Shop_77007,16
Shop_73268,16
Shop_131735,16
Shop_86642,16
Shop_100656,16
Shop_56613,16
Shop_110075,16
Shop_125332,16
Shop_62494,16
Shop_94109,16
Shop_131985,16
Shop_82146,16
Shop_111820,16
Shop_36307,16
Shop_76620,16
Shop_43827,16
Shop_72904,16
Shop_118478,16
Shop_133251,16
Shop_40120,16
Shop_99344,16
Shop_98909,16
Shop_76793,16
Shop_102721,16
Shop_62186,16
Shop_82113,16
Shop_25976,16
Shop_114759,16
Shop_124886,16
Shop_17693,16
Shop_24313,16
Shop_125057,16
Shop_22528,16
Shop_95672,16
Shop_124854,16
Shop_80675,16
Shop_59216,16
Shop_29310,16
Shop_64505,16
Shop_62129,16
Shop_114101,16
Shop_16017,16
Shop_60922,16
Shop_33540,16
Shop_78757,16
Shop_161913,16
Shop_102605,16
Shop_62320,16
Shop_89681,16
Shop_29021,16
Shop_85241,16
Shop_96265,16
Shop_101679,16
Shop_99362,16
Shop_58376,16
Shop_101301,16
Shop_61993,16
Shop_107333,16
Shop_30179,16
Shop_38366,16
Shop_114442,16
Shop_95248,16
Shop_85528,16
Shop_104251,16
Shop_47057,16
Shop_66372,16
Shop_121345,16
Shop_76262,16
Shop_86006,16
Shop_86216,16
Shop_86217,16
Shop_125422,16
Shop_125423,16
Shop_91983,16
Shop_94317,16
Shop_76601,16
Shop_35094,16
Shop_73533,16
Shop_46512,16
Shop_60722,16
Shop_47439,16
Shop_73931,16
Shop_31864,16
Shop_96384,16
Shop_55381,16
Shop_35845,16
Shop_130301,16
Shop_51999,16
Shop_47007,16
Shop_129029,16
Shop_60003,16
Shop_119080,16
Shop_101155,16
Shop_87305,16
Shop_48187,16
Shop_106165,16
Shop_116094,16
Shop_82478,16
Shop_54921,16
Shop_107848,16
Shop_123476,16
Shop_46524,16
Shop_62079,16
Shop_71383,16
Shop_87091,16
Shop_78375,16
Shop_9349,16
Shop_56390,16
Shop_63042,16
Shop_141290,16
Shop_118924,16
Shop_123774,16
Shop_77188,16
Shop_91975,16
Shop_112146,16
Shop_86247,16
Shop_115550,16
Shop_98588,16
Shop_65034,16
Shop_117620,16
Shop_38083,16
Shop_94520,16
Shop_78207,16
Shop_57246,16
Shop_87976,16
Shop_80443,16
Shop_51519,16
Shop_95171,16
Shop_107380,16
Shop_39823,16
Shop_28990,16
Shop_73120,16
Shop_107076,16
Shop_110473,16
Shop_89316,16
Shop_60794,16
Shop_52431,16
Shop_44438,16
Shop_74044,16
Shop_33216,16
Shop_24124,16
Shop_46840,16
Shop_9270,16
Shop_102992,16
Shop_101116,16
Shop_13378,16
Shop_84606,16
Shop_130175,16
Shop_125294,16
Shop_122782,16
Shop_116952,16
Shop_98823,16
Shop_94419,16
Shop_45636,16
Shop_32471,16
Shop_71848,16
Shop_124024,16
Shop_138150,16
Shop_80827,16
Shop_35313,16
Shop_25206,16
Shop_17214,16
Shop_134960,16
Shop_100480,16
Shop_36775,16
Shop_70694,16
Shop_58585,16
Shop_136071,16
Shop_53145,16
Shop_99386,16
Shop_73471,16
Shop_99183,16
Shop_28492,16
Shop_117603,16
Shop_19154,16
Shop_133869,16
Shop_73282,16
Shop_59558,16
Shop_81738,16
Shop_43697,16
Shop_104104,16
Shop_126748,16
Shop_78135,16
Shop_100515,16
Shop_77640,16
Shop_26810,16
Shop_71751,16
Shop_108543,16
Shop_11702,16
Shop_89343,16
Shop_73554,16
Shop_94863,16
Shop_115268,16
Shop_76111,16
Shop_61630,16
Shop_35801,16
Shop_85383,16
Shop_40800,16
Shop_34656,16
Shop_57743,16
Shop_97984,16
Shop_46655,16
Shop_71257,16
Shop_93920,16
Shop_131715,16
Shop_108289,16
Shop_131104,16
Shop_23000,16
Shop_55548,16
Shop_133788,16
Shop_73077,16
Shop_65543,16
Shop_56075,16
Shop_65138,16
Shop_122908,16
Shop_19527,16
Shop_108671,16
Shop_108614,16
Shop_16827,16
Shop_162915,16
Shop_111535,16
Shop_91274,16
Shop_123412,16
Shop_30498,16
Shop_135197,16
Shop_55799,16
Shop_53276,16
Shop_76748,16
Shop_113680,16
Shop_101978,16
Shop_95268,16
Shop_48749,16
Shop_94639,16
Shop_115060,16
Shop_97020,16
Shop_156817,16
Shop_70556,16
Shop_38897,16
Shop_133525,16
Shop_58197,16
Shop_79883,16
Shop_98511,16
Shop_119991,16
Shop_130126,16
Shop_130127,16
Shop_130128,16
Shop_145057,16
Shop_98446,16
Shop_79176,16
Shop_29101,16
Shop_18160,16
Shop_49323,16
Shop_81659,16
Shop_69758,16
Shop_43490,16
Shop_81736,16
Shop_117019,16
Shop_121896,16
Shop_111975,16
Shop_64620,16
Shop_54146,16
Shop_57950,16
Shop_84800,16
Shop_8723,16
Shop_79731,16
Shop_59311,16
Shop_106960,16
Shop_77591,16
Shop_97533,16
Shop_130621,16
Shop_105756,16
Shop_100491,16
Shop_133553,16
Shop_130529,16
Shop_138990,16
Shop_116215,16
Shop_123490,16
Shop_38988,16
Shop_126676,16
Shop_91288,16
Shop_136856,16
Shop_34446,16
Shop_148756,16
Shop_106102,16
Shop_46679,16
Shop_126055,16
Shop_114846,16
Shop_88658,16
Shop_157966,16
Shop_159642,16
Shop_45564,16
Shop_75132,16
Shop_87047,16
Shop_42537,16
Shop_85881,16
Shop_89392,16
Shop_33958,16
Shop_99699,16
Shop_26360,16
Shop_104443,16
Shop_132320,16
Shop_79484,16
Shop_33333,16
Shop_67158,16
Shop_72395,16
Shop_76558,16
Shop_108139,16
Shop_147458,16
Shop_17241,16
Shop_123315,16
Shop_103161,16
Shop_84066,16
Shop_84067,16
Shop_110260,16
Shop_75293,16
Shop_162976,16
Shop_115010,16
Shop_34312,16
Shop_114718,16
Shop_93699,16
Shop_40139,16
Shop_75777,16
Shop_90236,16
Shop_107932,16
Shop_98170,16
Shop_110211,16
Shop_150137,16
Shop_79881,16
Shop_61035,16
Shop_82271,16
Shop_97367,16
Shop_83453,16
Shop_55486,16
Shop_82140,16
Shop_137108,16
Shop_136635,16
Shop_151284,16
Shop_113748,16
Shop_163814,16
Shop_71361,16
Shop_36954,16
Shop_141721,16
Shop_117711,16
Shop_147788,16
Shop_92860,16
Shop_115066,16
Shop_124463,16
Shop_102236,16
Shop_53403,16
Shop_86532,16
Shop_19654,16
Shop_88479,16
Shop_35812,16
Shop_81847,16
Shop_90606,16
Shop_105545,16
Shop_49624,16
Shop_131818,16
Shop_107834,16
Shop_160230,16
Shop_122494,16
Shop_97827,16
Shop_105160,16
Shop_130736,16
Shop_73616,16
Shop_73246,16
Shop_124389,16
Shop_148181,16
Shop_47465,16
Shop_70440,16
Shop_97887,16
Shop_22933,16
Shop_48411,16
Shop_126297,16
Shop_97258,16
Shop_128647,16
Shop_55840,16
Shop_123695,16
Shop_42156,16
Shop_81434,16
Shop_117944,16
Shop_116439,16
Shop_26486,16
Shop_104519,16
Shop_148429,16
Shop_123781,16
Shop_95598,16
Shop_145031,16
Shop_125210,16
Shop_3401,16
Shop_129308,16
Shop_79334,16
Shop_75184,16
Shop_131880,16
Shop_106656,16
Shop_93484,16
Shop_110365,16
Shop_61119,16
Shop_123327,16
Shop_60312,16
Shop_65337,16
Shop_100559,16
Shop_68710,16
Shop_53521,16
Shop_61163,16
Shop_32583,16
Shop_109288,16
Shop_98728,16
Shop_92813,16
Shop_146873,16
Shop_146874,16
Shop_37331,16
Shop_106600,16
Shop_119924,16
Shop_107249,16
Shop_138067,16
Shop_37223,16
Shop_65948,16
Shop_21115,16
Shop_118937,16
Shop_127645,16
Shop_72181,16
Shop_76210,16
Shop_140596,16
Shop_140523,16
Shop_79911,16
Shop_62725,16
Shop_51362,16
Shop_39809,16
Shop_107172,16
Shop_79818,16
Shop_82838,16
Shop_123419,16
Shop_122253,16
Shop_111940,16
Shop_44679,16
Shop_103103,16
Shop_40989,16
Shop_15113,16
Shop_87260,16
Shop_108107,16
Shop_55524,16
Shop_138536,16
Shop_145076,16
Shop_27567,16
Shop_139096,16
Shop_158421,16
Shop_111968,16
Shop_30724,16
Shop_30660,16
Shop_100794,16
Shop_124471,16
Shop_111891,16
Shop_117856,16
Shop_75694,16
Shop_50875,16
Shop_121793,16
Shop_99093,16
Shop_133403,16
Shop_102970,16
Shop_53292,16
Shop_55334,16
Shop_104470,16
Shop_91666,16
Shop_89294,16
Shop_70132,16
Shop_155864,16
Shop_25875,16
Shop_60434,16
Shop_71151,16
Shop_85132,16
Shop_98075,16
Shop_8250,16
Shop_33287,16
Shop_58964,16
Shop_26464,16
Shop_77435,16
Shop_76254,16
Shop_16491,16
Shop_136106,16
Shop_123100,16
Shop_132435,16
Shop_139734,16
Shop_92897,16
Shop_148876,16
Shop_121231,16
Shop_162894,16
Shop_86355,16
Shop_76032,16
Shop_145756,16
Shop_50397,16
Shop_126319,16
Shop_158062,16
Shop_149067,16
Shop_135269,16
Shop_76945,16
Shop_141939,16
Shop_106852,16
Shop_33153,16
Shop_87989,16
Shop_164378,16
Shop_62117,16
Shop_57215,16
Shop_140733,16
Shop_126315,16
Shop_78722,16
Shop_47834,16
Shop_95636,16
Shop_102596,16
Shop_40588,16
Shop_128351,16
Shop_56282,16
Shop_117804,16
Shop_131635,16
Shop_136771,16
Shop_141803,16
Shop_114362,16
Shop_37959,16
Shop_94023,16
Shop_115123,16
Shop_90659,16
Shop_52538,16
Shop_52539,16
Shop_142755,16
Shop_119116,16
Shop_94976,16
Shop_106676,16
Shop_102753,16
Shop_102448,16
Shop_127685,16
Shop_94376,16
Shop_130468,16
Shop_104292,16
Shop_69675,16
Shop_136059,16
Shop_91729,16
Shop_100711,16
Shop_164022,16
Shop_89832,16
Shop_68673,16
Shop_127756,16
Shop_153867,16
Shop_87539,16
Shop_48148,16
Shop_25109,16
Shop_127662,16
Shop_157140,16
Shop_132819,16
Shop_71183,16
Shop_124748,16
Shop_148824,16
Shop_147083,16
Shop_111681,16
Shop_101786,16
Shop_50027,16
Shop_86109,16
Shop_109658,16
Shop_103171,16
Shop_87571,16
Shop_47251,16
Shop_157825,16
Shop_34108,16
Shop_47550,16
Shop_104314,16
Shop_111705,16
Shop_83343,16
Shop_83959,16
Shop_89100,16
Shop_53237,16
Shop_136683,16
Shop_134684,16
Shop_95357,16
Shop_42811,16
Shop_133379,16
Shop_89118,16
Shop_97056,16
Shop_95318,16
Shop_153425,16
Shop_126097,16
Shop_82204,16
Shop_95585,16
Shop_117338,16
Shop_91362,16
Shop_98915,16
Shop_129781,16
Shop_130412,16
Shop_102178,16
Shop_104246,16
Shop_111704,16
Shop_125544,16
Shop_131483,16
Shop_135332,16
Shop_136164,16
Shop_136682,16
Shop_151783,16
Shop_154191,16
Shop_157015,16
Shop_157016,16
Shop_157416,16
Shop_159119,16
Shop_160202,16
Shop_160270,16
Shop_26092,16
Shop_21661,16
Shop_49362,16
Shop_34689,16
Shop_105251,16
Shop_79622,16
Shop_62443,16
Shop_108414,16
Shop_79451,16
Shop_104805,16
Shop_45290,16
Shop_43413,16
Shop_37996,16
Shop_134494,16
Shop_128566,16
Shop_128567,16
Shop_38281,16
Shop_108673,16
Shop_64491,16
Shop_88006,16
Shop_34624,16
Shop_97516,16
Shop_15169,16
Shop_25103,16
Shop_16126,16
Shop_12555,16
Shop_53848,16
Shop_12833,16
Shop_14219,16
Shop_87582,16
Shop_90822,16
Shop_64738,16
Shop_47923,16
Shop_126570,16
Shop_121908,16
Shop_87314,16
Shop_103391,16
Shop_110900,16
Shop_44806,16
Shop_75155,16
Shop_6043,16
Shop_87359,16
Shop_92328,16
Shop_147388,16
Shop_147389,16
Shop_46150,16
Shop_44084,16
Shop_45730,16
Shop_85359,16
Shop_17652,16
Shop_127320,16
Shop_159209,16
Shop_76458,16
Shop_23385,16
Shop_105668,16
Shop_143503,16
Shop_114156,16
Shop_59349,16
Shop_61005,16
Shop_46372,16
Shop_137374,16
Shop_52194,16
Shop_98025,16
Shop_34943,16
Shop_88237,16
Shop_36763,16
Shop_7708,16
Shop_60249,16
Shop_126485,16
Shop_69028,16
Shop_76670,16
Shop_97058,16
Shop_102504,16
Shop_115876,16
Shop_122847,16
Shop_122848,16
Shop_69037,16
Shop_118083,16
Shop_11842,16
Shop_23259,16
Shop_58008,16
Shop_18184,16
Shop_37349,16
Shop_91836,16
Shop_17626,16
Shop_70679,16
Shop_45442,16
Shop_133043,16
Shop_69494,16
Shop_111026,16
Shop_42291,16
Shop_115407,16
Shop_125319,16
Shop_158667,16
Shop_92087,16
Shop_111481,16
Shop_103049,16
Shop_97144,16
Shop_21508,16
Shop_24513,16
Shop_41665,16
Shop_44629,16
Shop_30554,16
Shop_29235,16
Shop_122947,16
Shop_75348,16
Shop_24737,16
Shop_24101,16
Shop_97037,16
Shop_32579,16
Shop_144494,16
Shop_92614,16
Shop_41944,16
Shop_36089,16
Shop_53914,16
Shop_91737,16
Shop_10425,16
Shop_73075,16
Shop_72825,16
Shop_35241,16
Shop_76087,16
Shop_27221,16
Shop_94319,16
Shop_93868,16
Shop_69121,16
Shop_39680,16
Shop_29214,16
Shop_55959,16
Shop_119490,16
Shop_86313,16
Shop_76561,16
Shop_123725,16
Shop_32254,16
Shop_51153,16
Shop_90317,16
Shop_106635,16
Shop_57644,16
Shop_125014,16
Shop_53945,16
Shop_88815,16
Shop_79314,16
Shop_41757,16
Shop_61248,16
Shop_93198,16
Shop_118684,16
Shop_14253,16
Shop_96716,16
Shop_83334,16
Shop_52190,16
Shop_10316,16
Shop_47963,16
Shop_25453,16
Shop_72731,16
Shop_90255,16
Shop_83389,16
Shop_97759,16
Shop_47535,16
Shop_44333,16
Shop_44699,16
Shop_95481,16
Shop_51340,16
Shop_112305,16
Shop_22499,16
Shop_67669,16
Shop_65902,16
Shop_41736,16
Shop_95532,16
Shop_33290,16
Shop_59154,16
Shop_88460,16
Shop_3598,16
Shop_83791,16
Shop_124125,16
Shop_21009,16
Shop_8569,16
Shop_113904,16
Shop_11782,16
Shop_12830,16
Shop_62770,16
Shop_46808,16
Shop_76179,16
Shop_102973,16
Shop_104367,16
Shop_131954,16
Shop_107442,16
Shop_47810,16
Shop_62592,16
Shop_45242,16
Shop_46515,16
Shop_34401,16
Shop_120031,16
Shop_28640,16
Shop_65381,16
Shop_49463,16
Shop_31723,16
Shop_64635,16
Shop_19486,16
Shop_70505,16
Shop_142626,16
Shop_17616,16
Shop_88256,16
Shop_21778,16
Shop_38801,16
Shop_108410,16
Shop_36316,16
Shop_83749,16
Shop_41995,16
Shop_22546,16
Shop_56491,16
Shop_81597,16
Shop_81598,16
Shop_54872,16
Shop_49673,16
Shop_71854,15
Shop_107587,15
Shop_162445,15
Shop_151614,15
Shop_142585,15
Shop_142582,15
Shop_142583,15
Shop_142584,15
Shop_142586,15
Shop_143707,15
Shop_137196,15
Shop_139808,15
Shop_134211,15
Shop_98904,15
Shop_104727,15
Shop_118763,15
Shop_152801,15
Shop_135648,15
Shop_137350,15
Shop_119169,15
Shop_158016,15
Shop_145657,15
Shop_90181,15
Shop_118038,15
Shop_105747,15
Shop_94070,15
Shop_110143,15
Shop_55120,15
Shop_138328,15
Shop_68269,15
Shop_132054,15
Shop_100468,15
Shop_133368,15
Shop_129088,15
Shop_133747,15
Shop_72901,15
Shop_116133,15
Shop_125424,15
Shop_92223,15
Shop_83410,15
Shop_63712,15
Shop_116054,15
Shop_99713,15
Shop_142562,15
Shop_138183,15
Shop_129743,15
Shop_150820,15
Shop_121920,15
Shop_101347,15
Shop_118068,15
Shop_74437,15
Shop_65741,15
Shop_107523,15
Shop_150568,15
Shop_98932,15
Shop_124477,15
Shop_97862,15
Shop_94689,15
Shop_92210,15
Shop_138143,15
Shop_136169,15
Shop_113910,15
Shop_144803,15
Shop_92965,15
Shop_134552,15
Shop_100473,15
Shop_66966,15
Shop_115821,15
Shop_127152,15
Shop_154842,15
Shop_97363,15
Shop_124539,15
Shop_94487,15
Shop_94991,15
Shop_134672,15
Shop_85247,15
Shop_135605,15
Shop_90917,15
Shop_98121,15
Shop_149321,15
Shop_129679,15
Shop_150626,15
Shop_119318,15
Shop_150317,15
Shop_102643,15
Shop_128539,15
Shop_164101,15
Shop_138783,15
Shop_97950,15
Shop_143887,15
Shop_143157,15
Shop_121374,15
Shop_138599,15
Shop_127603,15
Shop_73610,15
Shop_145812,15
Shop_151196,15
Shop_117200,15
Shop_150030,15
Shop_140955,15
Shop_140956,15
Shop_47654,15
Shop_82849,15
Shop_47730,15
Shop_84434,15
Shop_104533,15
Shop_101754,15
Shop_123811,15
Shop_110893,15
Shop_104511,15
Shop_121579,15
Shop_78445,15
Shop_97189,15
Shop_80641,15
Shop_120428,15
Shop_97132,15
Shop_121368,15
Shop_41192,15
Shop_102271,15
Shop_66124,15
Shop_58732,15
Shop_136276,15
Shop_65673,15
Shop_129531,15
Shop_116396,15
Shop_62866,15
Shop_156559,15
Shop_162562,15
Shop_26821,15
Shop_69170,15
Shop_133508,15
Shop_135576,15
Shop_68988,15
Shop_149193,15
Shop_91234,15
Shop_64050,15
Shop_101884,15
Shop_108505,15
Shop_147030,15
Shop_77006,15
Shop_109359,15
Shop_40277,15
Shop_31030,15
Shop_98032,15
Shop_98293,15
Shop_85365,15
Shop_139175,15
Shop_128547,15
Shop_132051,15
Shop_91436,15
Shop_66345,15
Shop_91283,15
Shop_20653,15
Shop_33720,15
Shop_25563,15
Shop_60374,15
Shop_25427,15
Shop_104347,15
Shop_107798,15
Shop_77801,15
Shop_53419,15
Shop_143059,15
Shop_93233,15
Shop_137628,15
Shop_66660,15
Shop_160029,15
Shop_132055,15
Shop_110076,15
Shop_127457,15
Shop_116930,15
Shop_87430,15
Shop_130936,15
Shop_115618,15
Shop_131588,15
Shop_142610,15
Shop_137000,15
Shop_54263,15
Shop_116016,15
Shop_81307,15
Shop_121592,15
Shop_56669,15
Shop_134784,15
Shop_42765,15
Shop_96857,15
Shop_85585,15
Shop_151704,15
Shop_99127,15
Shop_82728,15
Shop_103410,15
Shop_147547,15
Shop_100328,15
Shop_75245,15
Shop_139582,15
Shop_11284,15
Shop_22451,15
Shop_111478,15
Shop_118683,15
Shop_107235,15
Shop_136724,15
Shop_117637,15
Shop_129111,15
Shop_133135,15
Shop_36844,15
Shop_113888,15
Shop_102809,15
Shop_118499,15
Shop_6234,15
Shop_85797,15
Shop_99476,15
Shop_75750,15
Shop_117078,15
Shop_110449,15
Shop_144076,15
Shop_54468,15
Shop_118175,15
Shop_84955,15
Shop_65141,15
Shop_101354,15
Shop_66906,15
Shop_117757,15
Shop_126433,15
Shop_87030,15
Shop_139222,15
Shop_41784,15
Shop_10696,15
Shop_77940,15
Shop_51127,15
Shop_92610,15
Shop_92361,15
Shop_146669,15
Shop_48944,15
Shop_121504,15
Shop_33560,15
Shop_105053,15
Shop_136872,15
Shop_38759,15
Shop_25027,15
Shop_120628,15
Shop_107494,15
Shop_82423,15
Shop_103022,15
Shop_132673,15
Shop_146903,15
Shop_68309,15
Shop_72271,15
Shop_132649,15
Shop_62887,15
Shop_125359,15
Shop_85737,15
Shop_105279,15
Shop_128929,15
Shop_81123,15
Shop_78653,15
Shop_36677,15
Shop_98988,15
Shop_125011,15
Shop_123157,15
Shop_19910,15
Shop_71409,15
Shop_80313,15
Shop_8645,15
Shop_71473,15
Shop_44305,15
Shop_28927,15
Shop_58545,15
Shop_56005,15
Shop_113275,15
Shop_84874,15
Shop_141496,15
Shop_142739,15
Shop_138810,15
Shop_94492,15
Shop_102715,15
Shop_104766,15
Shop_75913,15
Shop_121982,15
Shop_65223,15
Shop_128688,15
Shop_87873,15
Shop_116792,15
Shop_138454,15
Shop_53835,15
Shop_42581,15
Shop_131494,15
Shop_57605,15
Shop_62880,15
Shop_101129,15
Shop_40102,15
Shop_79187,15
Shop_74891,15
Shop_91593,15
Shop_133107,15
Shop_7524,15
Shop_59531,15
Shop_57992,15
Shop_100321,15
Shop_85236,15
Shop_128906,15
Shop_56394,15
Shop_43301,15
Shop_119683,15
Shop_129007,15
Shop_35574,15
Shop_123982,15
Shop_75566,15
Shop_145252,15
Shop_104971,15
Shop_57699,15
Shop_123166,15
Shop_93616,15
Shop_122553,15
Shop_106369,15
Shop_119398,15
Shop_36727,15
Shop_25210,15
Shop_32789,15
Shop_79002,15
Shop_24956,15
Shop_25930,15
Shop_34089,15
Shop_18069,15
Shop_93439,15
Shop_133892,15
Shop_124569,15
Shop_59816,15
Shop_149156,15
Shop_123619,15
Shop_113649,15
Shop_61336,15
Shop_75449,15
Shop_52514,15
Shop_76476,15
Shop_100241,15
Shop_108147,15
Shop_108146,15
Shop_114313,15
Shop_101302,15
Shop_137702,15
Shop_77552,15
Shop_67112,15
Shop_22164,15
Shop_119573,15
Shop_85980,15
Shop_139737,15
Shop_108490,15
Shop_78271,15
Shop_2847,15
Shop_125221,15
Shop_84015,15
Shop_97197,15
Shop_44014,15
Shop_81651,15
Shop_118660,15
Shop_119094,15
Shop_57150,15
Shop_56209,15
Shop_43652,15
Shop_46872,15
Shop_134436,15
Shop_103204,15
Shop_60839,15
Shop_121094,15
Shop_70063,15
Shop_95842,15
Shop_116015,15
Shop_63721,15
Shop_32613,15
Shop_32239,15
Shop_80077,15
Shop_115463,15
Shop_112336,15
Shop_112197,15
Shop_99181,15
Shop_97350,15
Shop_54981,15
Shop_21991,15
Shop_81153,15
Shop_37531,15
Shop_85707,15
Shop_86978,15
Shop_137775,15
Shop_101995,15
Shop_124091,15
Shop_51277,15
Shop_23278,15
Shop_61914,15
Shop_129724,15
Shop_42523,15
Shop_89076,15
Shop_46545,15
Shop_100117,15
Shop_111363,15
Shop_97821,15
Shop_47947,15
Shop_104726,15
Shop_123960,15
Shop_95525,15
Shop_110231,15
Shop_126934,15
Shop_87746,15
Shop_42669,15
Shop_86683,15
Shop_29909,15
Shop_109849,15
Shop_126871,15
Shop_32174,15
Shop_109688,15
Shop_71610,15
Shop_111054,15
Shop_105201,15
Shop_106826,15
Shop_48005,15
Shop_123593,15
Shop_30489,15
Shop_9017,15
Shop_111980,15
Shop_63394,15
Shop_57300,15
Shop_115480,15
Shop_123257,15
Shop_59461,15
Shop_62409,15
Shop_114805,15
Shop_87654,15
Shop_65678,15
Shop_26136,15
Shop_52763,15
Shop_55251,15
Shop_75429,15
Shop_31257,15
Shop_52055,15
Shop_8724,15
Shop_56170,15
Shop_68159,15
Shop_102115,15
Shop_32074,15
Shop_84185,15
Shop_90645,15
Shop_128301,15
Shop_128302,15
Shop_100357,15
Shop_90745,15
Shop_55748,15
Shop_36917,15
Shop_124295,15
Shop_110692,15
Shop_125768,15
Shop_53373,15
Shop_94590,15
Shop_122822,15
Shop_38572,15
Shop_77444,15
Shop_68430,15
Shop_130076,15
Shop_61469,15
Shop_34955,15
Shop_63395,15
Shop_90817,15
Shop_107164,15
Shop_100629,15
Shop_67569,15
Shop_112202,15
Shop_25134,15
Shop_15039,15
Shop_33609,15
Shop_44340,15
Shop_42377,15
Shop_116841,15
Shop_119406,15
Shop_97121,15
Shop_51524,15
Shop_107690,15
Shop_136264,15
Shop_121365,15
Shop_23450,15
Shop_135421,15
Shop_37409,15
Shop_93916,15
Shop_101276,15
Shop_57610,15
Shop_77561,15
Shop_53747,15
Shop_125681,15
Shop_60761,15
Shop_89228,15
Shop_69389,15
Shop_74441,15
Shop_131337,15
Shop_105128,15
Shop_132174,15
Shop_77198,15
Shop_87952,15
Shop_11311,15
Shop_41409,15
Shop_68805,15
Shop_38593,15
Shop_111928,15
Shop_120978,15
Shop_77620,15
Shop_131098,15
Shop_30526,15
Shop_94605,15
Shop_25442,15
Shop_45941,15
Shop_11505,15
Shop_98600,15
Shop_89980,15
Shop_55726,15
Shop_110098,15
Shop_93431,15
Shop_137654,15
Shop_127867,15
Shop_11506,15
Shop_11507,15
Shop_11508,15
