Shop ID,Total Number of Sales
Shop_117173,58
Shop_117559,56
Shop_117903,55
Shop_118156,54
Shop_120317,46
Shop_120371,46
Shop_120731,44
Shop_120869,44
Shop_122134,40
Shop_122208,39
Shop_123492,35
Shop_124184,33
Shop_124647,32
Shop_124792,32
Shop_125323,30
Shop_126863,26
Shop_127125,26
Shop_127403,25
Shop_127539,25
Shop_130143,19
Shop_130222,19
Shop_130801,18
Shop_131004,17
Shop_131064,17
Shop_131113,17
Shop_131269,17
Shop_131332,17
Shop_131618,16
Shop_132073,16
Shop_132472,15
Shop_132553,15
Shop_133319,14
Shop_133696,13
Shop_133848,13
Shop_134185,12
Shop_134315,12
Shop_134490,12
Shop_134904,11
Shop_134994,11
Shop_135033,11
Shop_135070,11
Shop_135442,11
Shop_135471,11
Shop_135682,10
Shop_135890,10
Shop_136149,10
Shop_137874,8
Shop_138573,7
Shop_138937,7
Shop_139010,7
Shop_139011,7
Shop_139075,7
Shop_139372,6
Shop_139447,6
Shop_139595,6
Shop_139724,6
Shop_141124,5
Shop_141182,5
Shop_141267,5
Shop_142400,4
Shop_142512,4
Shop_142645,4
Shop_142903,4
Shop_143430,3
Shop_143435,3
Shop_143517,3
Shop_143791,3
Shop_143840,3
Shop_143967,3
Shop_144314,3
Shop_144410,3
Shop_144669,3
Shop_144684,3
Shop_144720,3
Shop_145161,2
Shop_145213,2
Shop_145224,2
Shop_145270,2
Shop_145600,2
Shop_145659,2
Shop_146171,2
Shop_146370,2
Shop_146460,2
Shop_146671,2
Shop_146738,2
Shop_146794,2
Shop_146831,2
Shop_147000,2
Shop_147154,2
Shop_147414,1
Shop_147435,1
Shop_147675,1
Shop_147751,1
Shop_148086,1
Shop_148308,1
Shop_148567,1
Shop_148767,1
Shop_149539,1
Shop_149794,1
Shop_149807,1
Shop_149808,1
Shop_149828,1
Shop_149870,1
Shop_150052,1
Shop_150383,1
Shop_150384,1
Shop_150634,1
Shop_150747,1
Shop_150849,1
Shop_150902,1
Shop_150906,1
Shop_151106,1
Shop_151337,
Shop_151686,
Shop_151856,
Shop_151925,
Shop_151939,
Shop_152017,
Shop_152108,
Shop_152257,
Shop_152449,
Shop_152547,
Shop_152557,
Shop_152705,
Shop_152884,
Shop_153006,
Shop_153195,
Shop_153208,
Shop_153310,
Shop_153312,
Shop_153516,
Shop_153641,
Shop_153911,
Shop_153981,
Shop_154194,
Shop_154227,
Shop_154262,
Shop_154265,
Shop_154408,
Shop_154409,
Shop_154492,
Shop_154669,
Shop_154853,
Shop_154906,
Shop_154950,
Shop_154952,
Shop_155132,
Shop_155553,
Shop_155702,
Shop_155848,
Shop_155857,
Shop_156002,
Shop_156023,
Shop_156116,
Shop_156670,
Shop_156721,
Shop_156778,
Shop_156915,
Shop_156931,
Shop_156971,
Shop_157005,
Shop_157353,
Shop_157483,
Shop_158253,
Shop_158315,
Shop_158420,
Shop_158479,
Shop_158694,
Shop_158804,
Shop_158866,
Shop_159284,
Shop_159431,
Shop_159752,
Shop_159776,
Shop_159842,
Shop_160060,
Shop_160231,
Shop_160343,
Shop_160464,
Shop_160645,
Shop_160738,
Shop_161008,
Shop_161013,
Shop_161043,
Shop_161166,
Shop_161655,
Shop_161852,
Shop_161938,
Shop_162060,
Shop_162062,
Shop_162063,
Shop_162276,
Shop_162278,
Shop_162279,
Shop_162319,
Shop_162345,
Shop_162448,
Shop_162526,
Shop_162807,
Shop_162823,
Shop_162874,
Shop_162895,
Shop_162948,
Shop_162957,
Shop_162987,
Shop_163248,
Shop_163333,
Shop_163342,
Shop_163595,
Shop_163625,
Shop_164131,
Shop_48322,2053
Shop_48975,1995
Shop_90670,296
Shop_55442,1502
Shop_155166,
Shop_52460,1714
Shop_70185,792
Shop_70186,792
Shop_70187,792
Shop_160283,
Shop_133368,14
Shop_129944,20
Shop_123013,37
Shop_118211,54
Shop_89863,308
Shop_91782,278
Shop_107116,116
Shop_86807,359
Shop_129088,21
Shop_139448,6
Shop_129880,20
Shop_137127,9
Shop_105157,131
Shop_141991,4
Shop_150213,1
Shop_136672,9
Shop_119410,49
Shop_15905,11582
Shop_107114,116
Shop_104372,138
Shop_125947,29
Shop_105494,129
Shop_48742,2014
Shop_14046,13393
Shop_129082,21
Shop_55305,1511
Shop_100007,178
Shop_76394,596
Shop_54239,1585
Shop_86778,359
Shop_116018,63
Shop_119851,47
Shop_161697,
Shop_100790,170
Shop_78745,533
Shop_90450,299
Shop_70515,780
Shop_53117,1666
Shop_77824,557
Shop_142561,4
Shop_120952,44
Shop_69955,800
Shop_26582,5859
Shop_123759,35
Shop_97508,204
Shop_163026,
Shop_107326,115
Shop_77968,554
Shop_115784,64
Shop_110824,91
Shop_136736,9
Shop_128269,23
Shop_95690,226
Shop_118303,53
Shop_82775,439
Shop_64344,1029
Shop_121633,41
Shop_12745,14952
Shop_89861,308
Shop_62552,1109
Shop_107964,110
Shop_121597,41
Shop_133385,13
Shop_137162,9
Shop_132143,15
Shop_115462,66
Shop_107856,111
Shop_131654,16
Shop_89380,316
Shop_112901,79
Shop_91195,288
Shop_143718,3
Shop_89188,319
Shop_117704,56
Shop_79339,519
Shop_9508,20371
Shop_85326,387
Shop_12255,15614
Shop_52808,1689
Shop_98220,196
Shop_110642,92
Shop_123151,36
Shop_70565,778
Shop_142000,4
Shop_102915,150
Shop_154494,
Shop_121873,40
Shop_41081,2850
Shop_147285,2
Shop_99956,178
Shop_10327,18724
Shop_50037,1902
Shop_50140,1893
Shop_127011,26
Shop_60202,1224
Shop_130358,19
Shop_41096,2848
Shop_27045,5720
Shop_70168,792
Shop_128872,22
Shop_69330,824
Shop_60580,1205
Shop_133866,13
Shop_86975,356
Shop_144155,3
Shop_11137,17301
Shop_59027,1286
Shop_127232,25
Shop_54077,1597
Shop_85175,390
Shop_112729,80
Shop_147867,1
Shop_136944,9
Shop_19592,8965
Shop_144637,3
Shop_22109,7633
Shop_67020,915
Shop_20888,8245
Shop_25470,6231
Shop_144620,3
Shop_139331,6
Shop_71299,753
Shop_60760,1196
Shop_95708,226
Shop_31006,4635
Shop_70612,776
Shop_144671,3
Shop_29132,5102
Shop_124451,33
Shop_105692,127
Shop_68348,862
Shop_118376,53
Shop_84003,413
Shop_92735,264
Shop_134804,11
Shop_41535,2787
Shop_80070,501
Shop_84575,402
Shop_45901,2289
Shop_85418,385
Shop_149400,1
Shop_143123,4
Shop_120038,47
Shop_124359,33
Shop_83327,428
Shop_97022,210
Shop_93721,252
Shop_48933,1998
Shop_66308,944
Shop_159427,
Shop_114558,70
Shop_133747,13
Shop_136496,9
Shop_146156,2
Shop_109038,103
Shop_136660,9
Shop_156912,
Shop_104574,136
Shop_133969,13
Shop_74011,666
Shop_112940,79
Shop_135460,11
Shop_58910,1293
Shop_52215,1730
Shop_132720,15
Shop_94165,246
Shop_98236,196
Shop_94222,245
Shop_112798,79
Shop_78261,546
Shop_122921,37
Shop_115700,64
Shop_65744,968
Shop_120272,46
Shop_96172,221
Shop_72903,702
Shop_87192,352
Shop_142052,4
Shop_116265,62
Shop_84412,405
Shop_108529,106
Shop_107071,117
Shop_132330,15
Shop_100080,177
Shop_18118,9890
Shop_96333,219
Shop_36197,3583
Shop_131438,17
Shop_71261,754
Shop_81384,471
Shop_44554,2433
Shop_144245,3
Shop_86186,371
Shop_92398,269
Shop_68814,844
Shop_85788,378
Shop_113786,74
Shop_101818,160
Shop_128834,22
Shop_112206,83
Shop_130297,19
Shop_25190,6329
Shop_123197,36
Shop_66888,920
Shop_130920,18
Shop_84291,407
Shop_112183,83
Shop_60496,1209
Shop_68221,868
Shop_107437,114
Shop_87978,339
Shop_54506,1565
Shop_124330,33
Shop_124093,34
Shop_50743,1842
Shop_27827,5475
Shop_47530,2127
Shop_103845,142
Shop_88553,329
Shop_115207,67
Shop_115195,67
Shop_117375,57
Shop_142480,4
Shop_9710,19887
Shop_111438,87
Shop_73442,684
Shop_96070,222
Shop_132486,15
Shop_95851,224
Shop_36711,3498
Shop_48306,2054
Shop_49838,1921
Shop_130462,18
Shop_135603,10
Shop_68888,841
Shop_134481,12
Shop_146487,2
Shop_63330,1072
Shop_63501,1065
Shop_64391,1027
Shop_120365,46
Shop_65328,986
Shop_150492,1
Shop_125411,30
Shop_66412,939
Shop_159471,
Shop_56753,1418
Shop_155381,
Shop_98780,191
Shop_127004,26
Shop_107972,110
Shop_53617,1630
Shop_105932,125
Shop_109659,99
Shop_71555,745
Shop_109890,97
Shop_118214,54
Shop_64303,1031
Shop_128354,23
Shop_131580,16
Shop_98278,196
Shop_110715,92
Shop_148576,1
Shop_137554,8
Shop_148788,1
Shop_128413,23
Shop_121265,43
Shop_139177,7
Shop_98952,189
Shop_78303,545
Shop_99764,180
Shop_111863,85
Shop_138139,8
Shop_122581,38
Shop_119525,49
Shop_137869,8
Shop_87625,344
Shop_82467,445
Shop_110594,92
Shop_164266,
Shop_103809,142
Shop_125695,29
Shop_122369,39
Shop_140799,5
Shop_61769,1147
Shop_118773,52
Shop_48686,2020
Shop_104510,137
Shop_132899,14
Shop_75286,628
Shop_94794,238
Shop_159568,
Shop_127506,25
Shop_104867,133
Shop_117919,55
Shop_136099,10
Shop_50709,1845
Shop_147230,2
Shop_44462,2443
Shop_99239,186
Shop_106748,119
Shop_85445,385
Shop_95160,233
Shop_72561,713
Shop_71506,746
Shop_147443,1
Shop_148244,1
Shop_70195,791
Shop_61156,1177
Shop_109495,100
Shop_34247,3928
Shop_45097,2370
Shop_76302,598
Shop_98360,195
Shop_111756,86
Shop_83242,430
Shop_119149,50
Shop_110729,92
Shop_95296,232
Shop_110571,93
Shop_117654,56
Shop_5945,30951
Shop_43139,2593
Shop_80899,482
Shop_111785,85
Shop_122045,40
Shop_72460,716
Shop_104518,137
Shop_58571,1310
Shop_105684,127
Shop_160139,
Shop_117584,56
Shop_141959,4
Shop_160140,
Shop_160141,
Shop_20531,8454
Shop_136657,9
Shop_119377,49
Shop_107991,110
Shop_67338,903
Shop_141393,5
Shop_122865,37
Shop_54508,1565
Shop_42106,2718
Shop_145418,2
Shop_81494,468
Shop_98995,188
Shop_86827,358
Shop_68742,847
Shop_102544,153
Shop_150731,1
Shop_150732,1
Shop_140438,5
Shop_141221,5
Shop_41997,2732
Shop_112493,81
Shop_79998,502
Shop_43746,2523
Shop_125523,30
Shop_143705,3
Shop_18634,9556
Shop_113626,75
Shop_126308,28
Shop_118654,52
Shop_163085,
Shop_127033,26
Shop_132993,14
Shop_77218,573
Shop_107724,112
Shop_83780,418
Shop_79824,507
Shop_143049,4
Shop_113338,76
Shop_133089,14
Shop_102968,150
Shop_80590,488
Shop_88524,329
Shop_79566,513
Shop_102150,157
Shop_117524,57
Shop_132587,15
Shop_139465,6
Shop_106909,118
Shop_69612,813
Shop_101683,161
Shop_139969,6
Shop_82447,446
Shop_110145,95
Shop_108792,105
Shop_63002,1088
Shop_82620,442
Shop_82621,442
Shop_82768,439
Shop_128349,23
Shop_39295,3093
Shop_119450,49
Shop_84429,405
Shop_59302,1272
Shop_54478,1567
Shop_85892,376
Shop_100833,169
Shop_129344,21
Shop_114604,70
Shop_125786,29
Shop_40775,2885
Shop_85800,378
Shop_40865,2874
Shop_85636,381
Shop_118574,52
Shop_83835,417
Shop_140262,6
Shop_110128,95
Shop_36330,3563
Shop_72901,703
Shop_41669,2772
Shop_114641,70
Shop_113285,77
Shop_111777,85
Shop_85366,386
Shop_120707,44
Shop_92788,264
Shop_113292,77
Shop_121850,40
Shop_95384,230
Shop_123429,36
Shop_60174,1226
Shop_91432,284
Shop_124135,33
Shop_81848,460
Shop_68837,843
Shop_112537,81
Shop_103984,141
Shop_82526,444
Shop_129802,20
Shop_136467,9
Shop_89666,311
Shop_161282,
Shop_52858,1686
Shop_129224,21
Shop_120788,44
Shop_150032,1
Shop_109662,99
Shop_104217,139
Shop_113141,77
Shop_141942,4
Shop_70644,775
Shop_126600,27
Shop_88565,328
Shop_9859,19616
Shop_81156,476
Shop_103485,145
Shop_108634,106
Shop_64916,1005
Shop_56026,1463
Shop_138489,7
Shop_101435,164
Shop_55333,1510
Shop_128073,23
Shop_105163,131
Shop_116133,63
Shop_162634,
Shop_138148,8
Shop_109563,99
Shop_144855,3
Shop_114733,69
Shop_97410,205
Shop_127886,24
Shop_87667,343
Shop_91217,287
Shop_58018,1344
Shop_105918,125
Shop_129391,21
Shop_146853,2
Shop_130558,18
Shop_86953,356
Shop_98619,192
Shop_57101,1398
Shop_147843,1
Shop_162467,
Shop_130560,18
Shop_107581,113
Shop_141546,5
Shop_113039,78
Shop_108807,105
Shop_107704,112
Shop_152007,
Shop_106666,120
Shop_65382,983
Shop_57622,1365
Shop_86199,370
Shop_116127,63
Shop_114545,70
Shop_42632,2654
Shop_124374,33
Shop_142346,4
Shop_44012,2495
Shop_61687,1151
Shop_11542,16672
Shop_52402,1718
Shop_92247,271
Shop_70420,783
Shop_74944,638
Shop_136398,10
Shop_139638,6
Shop_129927,20
Shop_128750,22
Shop_58632,1307
Shop_80125,499
Shop_112872,79
Shop_72836,704
Shop_137855,8
Shop_106531,121
Shop_60141,1228
Shop_79122,524
Shop_111536,87
Shop_41267,2824
Shop_29882,4907
Shop_77004,578
Shop_61685,1151
Shop_111639,86
Shop_83287,429
Shop_64100,1038
Shop_104612,136
Shop_14457,12958
Shop_114682,69
Shop_125424,30
Shop_88494,329
Shop_143623,3
Shop_103663,143
Shop_136645,9
Shop_86688,361
Shop_92065,274
Shop_99039,188
Shop_63153,1080
Shop_102021,158
Shop_136939,9
Shop_96586,216
Shop_84815,397
Shop_125177,30
Shop_133591,13
Shop_113602,75
Shop_138235,7
Shop_75212,630
Shop_134961,11
Shop_126314,28
Shop_92223,271
Shop_94706,239
Shop_138289,7
Shop_89531,313
Shop_41728,2766
Shop_117734,56
Shop_119112,50
Shop_114228,72
Shop_103145,148
Shop_124293,33
Shop_65707,969
Shop_136239,10
Shop_51842,1760
Shop_85577,382
Shop_114211,72
Shop_118599,52
Shop_97885,200
Shop_82052,455
Shop_148804,1
Shop_60297,1220
Shop_109686,98
Shop_53037,1672
Shop_128568,22
Shop_122040,40
Shop_105227,131
Shop_90958,291
Shop_112003,84
Shop_129811,20
Shop_74476,651
Shop_62561,1108
Shop_116056,63
Shop_106428,121
Shop_96294,219
Shop_82506,445
Shop_119789,48
Shop_81704,463
Shop_94295,244
Shop_43624,2536
Shop_62137,1128
Shop_102035,158
Shop_12541,15220
Shop_109229,102
Shop_51789,1763
Shop_33804,4015
Shop_61272,1171
Shop_107415,114
Shop_84980,393
Shop_132085,15
Shop_138086,8
Shop_19643,8933
Shop_26104,6017
Shop_60909,1189
Shop_34878,3809
Shop_77221,573
Shop_40786,2884
Shop_105892,125
Shop_71479,747
Shop_83410,427
Shop_110084,96
Shop_86844,358
Shop_139950,6
Shop_73349,687
Shop_85490,384
Shop_107505,113
Shop_45558,2323
Shop_116209,62
Shop_105162,131
Shop_86077,372
Shop_134655,12
Shop_75482,622
Shop_49535,1947
Shop_124105,33
Shop_137346,8
Shop_147177,2
Shop_120515,45
Shop_38810,3165
Shop_113228,77
Shop_81815,460
Shop_119369,49
Shop_91790,278
Shop_112168,83
Shop_83806,417
Shop_97497,204
Shop_158901,
Shop_80297,495
Shop_6717,27821
Shop_131383,17
Shop_117969,55
Shop_77926,555
Shop_98509,193
Shop_102542,153
Shop_73633,678
Shop_109460,100
Shop_125867,29
Shop_92826,263
Shop_134539,12
Shop_129020,21
Shop_80431,492
Shop_129279,21
Shop_104045,140
Shop_96797,213
Shop_58416,1320
Shop_163613,
Shop_130509,18
Shop_161624,
Shop_87309,350
Shop_5457,33283
Shop_106052,124
Shop_120801,44
Shop_92462,268
Shop_65114,996
Shop_122854,37
Shop_80879,482
Shop_70623,776
Shop_39221,3103
Shop_10725,17994
Shop_119819,47
Shop_139803,6
Shop_65631,972
Shop_61602,1154
Shop_132297,15
Shop_85022,393
Shop_77624,563
Shop_139518,6
Shop_26612,5851
Shop_128327,23
Shop_125249,30
Shop_69708,810
Shop_103177,148
Shop_146041,2
Shop_96651,215
Shop_72609,711
Shop_139834,6
Shop_37695,3337
Shop_161020,
Shop_72470,716
Shop_131467,17
Shop_138358,7
Shop_49978,1907
Shop_137556,8
Shop_145112,2
Shop_135254,11
Shop_134745,12
Shop_104629,136
Shop_70423,783
Shop_134520,12
Shop_98577,193
Shop_58525,1313
Shop_63712,1056
Shop_5590,32572
Shop_78633,536
Shop_46629,2215
Shop_70026,798
Shop_127464,25
Shop_120418,45
Shop_114702,69
Shop_56366,1441
Shop_80430,492
Shop_84489,404
Shop_106199,123
Shop_140933,5
Shop_132936,14
Shop_162847,
Shop_157339,
Shop_87603,344
Shop_132652,15
Shop_95876,224
Shop_47365,2142
Shop_42741,2640
Shop_118718,52
Shop_80570,489
Shop_112396,82
Shop_122522,38
Shop_150711,1
Shop_134142,12
Shop_87425,348
Shop_126389,27
Shop_122491,38
Shop_143632,3
Shop_36277,3570
Shop_134253,12
Shop_57496,1373
Shop_139349,6
Shop_117627,56
Shop_46737,2204
Shop_99572,182
Shop_119712,48
Shop_39719,3036
Shop_162902,
Shop_90192,303
Shop_111828,85
Shop_42315,2692
Shop_20206,8626
Shop_112622,80
Shop_133864,13
Shop_41017,2857
Shop_106236,123
Shop_98095,198
Shop_123896,34
Shop_27446,5588
Shop_57146,1395
Shop_117123,58
Shop_61168,1176
Shop_76147,602
Shop_84722,399
Shop_140639,5
Shop_67320,903
Shop_5977,30743
Shop_109244,102
Shop_109109,103
Shop_142588,4
Shop_111372,88
Shop_67456,898
Shop_115626,65
Shop_88178,335
Shop_99909,179
Shop_102239,156
Shop_144400,3
Shop_96468,217
Shop_59105,1282
Shop_137639,8
Shop_141386,5
Shop_117298,57
Shop_112793,79
Shop_93328,257
Shop_84897,395
Shop_134119,12
Shop_95070,234
Shop_97842,201
Shop_131330,17
Shop_129430,21
Shop_99023,188
Shop_119000,51
Shop_81908,458
Shop_134700,12
Shop_115695,64
Shop_99064,188
Shop_63354,1070
Shop_142317,4
Shop_60782,1195
Shop_19497,9036
Shop_104537,136
Shop_129073,21
Shop_75843,612
Shop_132861,14
Shop_101254,165
Shop_158517,
Shop_55143,1523
Shop_117352,57
Shop_116933,59
Shop_143888,3
Shop_155756,
Shop_80839,483
Shop_102779,151
Shop_131541,16
Shop_130601,18
Shop_160323,
Shop_87395,348
Shop_87396,348
Shop_80727,485
Shop_103231,147
Shop_146146,2
Shop_131475,17
Shop_64971,1003
Shop_96977,211
Shop_96972,211
Shop_145625,2
Shop_132466,15
Shop_138369,7
Shop_113887,73
Shop_110633,92
Shop_110634,92
Shop_141758,4
Shop_69895,802
Shop_104771,134
Shop_100048,177
Shop_111671,86
Shop_95161,233
Shop_35545,3691
Shop_130823,18
Shop_53480,1640
Shop_136209,10
Shop_40977,2861
Shop_58296,1327
Shop_86198,370
Shop_65407,982
Shop_155124,
Shop_117377,57
Shop_146316,2
Shop_89121,320
Shop_134772,12
Shop_62907,1092
Shop_65204,992
Shop_121029,43
Shop_94773,238
Shop_67980,878
Shop_24095,6753
Shop_57042,1401
Shop_114853,68
Shop_88805,325
Shop_144747,3
Shop_103841,142
Shop_93482,255
Shop_84295,407
Shop_91334,285
Shop_80351,494
Shop_95596,228
Shop_133891,13
Shop_137450,8
Shop_158187,
Shop_104802,134
Shop_94709,239
Shop_98302,195
Shop_90114,304
Shop_82169,452
Shop_131854,16
Shop_118475,53
Shop_129321,21
Shop_86841,358
Shop_43002,2610
Shop_116054,63
Shop_129205,21
Shop_117783,55
Shop_105718,127
Shop_33970,3983
Shop_145225,2
Shop_115589,65
Shop_159900,
Shop_99474,183
Shop_13260,14281
Shop_70746,772
Shop_43123,2595
Shop_42984,2612
Shop_29547,4990
Shop_29255,5068
Shop_31167,4598
Shop_25070,6374
Shop_102901,150
Shop_66743,926
Shop_136586,9
Shop_111776,85
Shop_110624,92
Shop_129690,20
Shop_115807,64
Shop_45086,2371
Shop_133713,13
Shop_46842,2194
Shop_129343,21
Shop_123423,36
Shop_68474,858
Shop_78744,533
Shop_163839,
Shop_91749,279
Shop_40110,2981
Shop_155049,
Shop_17428,10387
Shop_136008,10
Shop_99713,181
Shop_94402,243
Shop_121817,41
Shop_61395,1165
Shop_65253,989
Shop_153927,
Shop_47981,2082
Shop_117945,55
Shop_128861,22
Shop_95021,235
Shop_131881,16
Shop_141903,4
Shop_52379,1719
Shop_105463,129
Shop_81361,471
Shop_86888,357
Shop_22046,7662
Shop_87095,353
Shop_121129,43
Shop_138382,7
Shop_102849,151
Shop_67461,898
Shop_153269,
Shop_149958,1
Shop_96362,219
Shop_80366,494
Shop_116539,61
Shop_130097,19
Shop_54846,1543
Shop_123855,34
Shop_125685,29
Shop_126375,27
Shop_61497,1160
Shop_54447,1570
Shop_148703,1
Shop_62488,1112
Shop_109644,99
Shop_132001,16
Shop_100061,177
Shop_90052,305
Shop_89698,310
Shop_134989,11
Shop_140983,5
Shop_94939,236
Shop_31760,4451
Shop_44578,2429
Shop_48079,2073
Shop_88740,326
Shop_95645,227
Shop_100313,175
Shop_28152,5374
Shop_129801,20
Shop_131054,17
Shop_106954,117
Shop_66335,942
Shop_148944,1
Shop_158143,
Shop_63652,1059
Shop_108255,108
Shop_108412,107
Shop_119514,49
Shop_71692,741
Shop_125418,30
Shop_34433,3891
Shop_16170,11348
Shop_109996,96
Shop_87834,341
Shop_73820,672
Shop_1580,83761
Shop_6850,27444
Shop_83944,414
Shop_90420,299
Shop_111025,90
Shop_39724,3034
Shop_120905,44
Shop_53676,1626
Shop_33906,3997
Shop_54839,1543
Shop_38975,3140
Shop_105640,127
Shop_58413,1320
Shop_140641,5
Shop_140642,5
Shop_43909,2506
Shop_117326,57
Shop_46359,2244
Shop_39299,3092
Shop_108772,105
Shop_56107,1458
Shop_88414,331
Shop_121239,43
Shop_137471,8
Shop_157888,
Shop_48099,2071
Shop_137828,8
Shop_137867,8
Shop_112414,82
Shop_25302,6289
Shop_65237,990
Shop_117284,58
Shop_132113,15
Shop_56315,1445
Shop_72575,713
Shop_113378,76
Shop_116523,61
Shop_51759,1766
Shop_116313,62
Shop_141722,5
Shop_33057,4169
Shop_49984,1907
Shop_94647,240
Shop_104828,134
Shop_73821,672
Shop_104351,138
Shop_99191,186
Shop_23616,6949
Shop_78849,531
Shop_133419,13
Shop_121360,42
Shop_75557,620
Shop_111003,90
Shop_133013,14
Shop_49363,1962
Shop_88000,338
Shop_126012,28
Shop_106441,121
Shop_56817,1413
Shop_138219,8
Shop_129076,21
Shop_142587,4
Shop_80670,486
Shop_10273,18857
Shop_105477,129
Shop_120874,44
Shop_66437,938
Shop_144026,3
Shop_127209,25
Shop_94331,244
Shop_33696,4040
Shop_100274,175
Shop_12070,15880
Shop_142562,4
Shop_25349,6278
Shop_45012,2380
Shop_115566,65
Shop_76402,596
Shop_14624,12791
Shop_31624,4486
Shop_150176,1
Shop_60156,1227
Shop_118467,53
Shop_123526,35
Shop_122507,38
Shop_126095,28
Shop_67108,911
Shop_62126,1129
Shop_80044,501
Shop_116362,61
Shop_108443,107
Shop_69630,813
Shop_85044,392
Shop_118331,53
Shop_155481,
Shop_57274,1386
Shop_38647,3189
Shop_126249,28
Shop_92193,272
Shop_121168,43
Shop_13150,14434
Shop_57623,1365
Shop_92719,264
Shop_31395,4540
